Date,Macro_Sentiment,Macro_News_Volume,Macro_Sentiment_3d
2022-02-11,0.17387,10,0.18368952380952383
2022-02-14,0.004962499999999995,8,0.13718702380952377
2022-02-15,-0.0066428571428571405,7,0.057396547619047604
2022-02-16,-0.11333333333333334,3,-0.03833789682539685
2022-02-17,0.12190000000000001,3,0.0006412698412698222
2022-02-18,0.011483333333333345,6,0.006683333333333318
2022-02-22,-0.225225,12,-0.030613888888888902
2022-02-23,-0.0404,17,-0.08471388888888891
2022-02-24,-0.1586076923076923,13,-0.14141089743589744
2022-02-25,0.13006666666666666,6,-0.022980341880341898
2022-02-28,-0.27008333333333334,6,-0.099541452991453
2022-03-01,0.005350000000000001,8,-0.0448888888888889
2022-03-02,-0.06414285714285715,7,-0.10962539682539685
2022-03-03,0.08362,5,0.008275714285714275
2022-03-04,-0.10704444444444444,9,-0.029189100529100537
2022-03-07,-0.06606250000000001,8,-0.029828981481481488
2022-03-08,0.0,2,-0.057702314814814824
2022-03-09,-0.1882857142857143,7,-0.0847827380952381
